fecha;metodo;plaza;estrato;sexo;edad;educacion;imagen_massa;imagen_milei;imagen_bulrich;imagen_kicillof;general_votara;ballotage_votara;P10;P11;P12;pba_votara;imagen_piparo;imagen_grindetti;P16;P17;paso_voto;pondedad;pondestudios;pondedadestudios;pondestrato;pondedadestudiosestrato;pondestudios2;pondedadestudiosestratoestudios2;pondedad2;pondedadestudiosestratoestudios2edad2;pondsexo;pondedadestudiosestratoestudios2edad2sexo;pondvotant;pondedadestudiosestratoestudios2edad2sexovotant;pondestrato2;pondedadestudiosestratoestudios2edad2sexovotantestrato2;pondedad3;pondedadestudiosestratoestudios2edad2sexovotantestrato2edad3;IMAGEN_MASSA;IMAGEN_MILEI;IMAGEN_BULLRICH;IMAGEN_KICILLOF;IMAGEN_PÍPARO;IMAGEN_GRINDETTI
2023-10-10;Presencial;San Fernando;Primera;Mujer;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Ns/Nc;Algo positiva;Ns/Nc;Patricia Bullrich de Juntos por el cambio;En blanco/ No votaría;Patricia Bullrich de Juntos por el Cambio;Patricia Bullrich de Juntos por el Cambio;No vi el debate;No sabe // Está indeciso;Algo negativa;Ns/Nc;SI;SI;Horacio R Larreta;1.72940482220138;0.526070473344839;0.909788813420327;1.02059061761417;0.928521926987114;0.996126363843845;0.924925170878954;1.0423058837271;0.964054947614428;1.07954099546258;1.0407368378283;1.25706235116014;1.30827109629942;1.02689151163158;1.34345248370281;0.920987790896472;1.23730333513983;2;3;1;3;2;3
2023-10-10;Presencial;Tigre;Primera;Hombre;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy negativa;Muy negativa;Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;No vi el debate;Axel Kicillof de Unión por la Patria;Muy negativa;Muy negativa;SI;No tiene opinión formada;No fuiste a votar;0.525664121129009;1.70745517192425;0.897547922316742;1.02059061761417;0.916028988375559;0.994940874008987;0.911394682311946;1.07325861063304;0.97816219047646;0.926079915545157;0.905856358745906;1.04974821868862;0.950921098981275;1.02689151163158;0.976492804775244;0.997005690313739;0.973568882911342;1;2;2;1;2;2
2023-10-10;Presencial;Tigre;Primera;Mujer;30 a 49;Nivel Primario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo negativa;Ns/Nc;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;En Blanco/ No votaría;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;Ns/Nc;Ns/Nc;SI;SI;Sergio Massa;1.88490361692397;1.70745517192425;3.21838842929556;1.02059061761417;3.28465703477705;0.994940874008987;3.26803954100085;0.916330487738784;2.99460426655494;1.07954099546258;3.23279807093321;0.645247436849384;2.08595466912129;1.02689151163158;2.14204914336891;1.07373862755802;0.494554897496064;1;2;2;3;3;3
2023-10-10;Presencial;San Fernando;Primera;Hombre;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy negativa;Algo positiva;Ns/Nc;En blanco o no irá a votar;En blanco/ No votaría;En Blanco/ No votaría;En blanco/ No votaría;No vi el debate;No sabe // Está indeciso;Ns/Nc;Ns/Nc;SI;SI;No fuiste a votar;0.525664121129009;1.70745517192425;0.897547922316742;1.02059061761417;0.916028988375559;0.994940874008987;0.911394682311946;1.07325861063304;0.97816219047646;0.926079915545157;0.905856358745906;1.04974821868862;0.950921098981275;1.02689151163158;0.976492804775244;0.997005690313739;0.973568882911342;1;2;1;3;3;3
2023-10-10;Presencial;Tigre;Primera;Mujer;30 a 49;Nivel Primario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo positiva;Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;No sabe // Está indeciso;Axel Kicillof de Unión por la Patria;Muy negativa;Ns/Nc;SI;No;Otro;1.88490361692397;1.70745517192425;3.21838842929556;1.02059061761417;3.28465703477705;0.994940874008987;3.26803954100085;0.916330487738784;2.99460426655494;1.07954099546258;3.23279807093321;0.585714285714286;1.89349601297517;1.02689151163158;1.94441498303244;1.07373862755802;2.0877934752845;1;2;1;1;2;3
2023-10-10;Presencial;Tigre;Primera;Mujer;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo negativa;Algo positiva;Ns/Nc;Patricia Bullrich de Juntos por el cambio;En blanco/ No votaría;Patricia Bullrich de Juntos por el Cambio;Patricia Bullrich de Juntos por el Cambio;Ninguno;Néstor Grindetti de Juntos;Algo negativa;Algo positiva;SI;SI;Horacio R Larreta;1.72940482220138;0.526070473344839;0.909788813420327;1.02059061761417;0.928521926987114;0.996126363843845;0.924925170878954;1.0423058837271;0.964054947614428;1.07954099546258;1.0407368378283;1.25706235116014;1.30827109629942;1.02689151163158;1.34345248370281;0.920987790896472;1.23730333513983;2;2;1;3;2;1
2023-10-10;Presencial;Tigre;Primera;Hombre;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo negativa;Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;No sabe // Está indeciso;En blanco/ No votaría;Ninguno;No sabe // Está indeciso;Ns/Nc;Ns/Nc;SI;No tiene opinión formada;Otro;1.72940482220138;0.526070473344839;0.909788813420327;1.02059061761417;0.928521926987114;0.996126363843845;0.924925170878954;1.0423058837271;0.964054947614428;0.926079915545157;0.89279192446766;0.585714285714286;0.522920984331058;1.02689151163158;0.536983120063594;0.920987790896472;0.494554897496064;1;2;2;1;3;3
2023-10-10;Presencial;San Fernando;Primera;Hombre;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo positiva;Algo positiva;Patricia Bullrich de Juntos por el cambio;En blanco/ No votaría;No sabe // Está indeciso;En blanco/ No votaría;Ninguno;Néstor Grindetti de Juntos;Algo negativa;Algo negativa;SI;SI;Horacio R Larreta;0.525664121129009;1.70745517192425;0.897547922316742;1.02059061761417;0.916028988375559;0.994940874008987;0.911394682311946;1.07325861063304;0.97816219047646;0.926079915545157;0.905856358745906;1.25706235116014;1.13871792413849;1.02689151163158;1.16933977044055;0.997005690313739;1.16583840503939;2;2;1;1;2;2
2023-10-10;Presencial;San Fernando;Primera;Mujer;30 a 49;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy negativa;Muy negativa;Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;No sabe // Está indeciso;Sergio Massa de Union por la Patria;No vi el debate;Axel Kicillof de Unión por la Patria;Ns/Nc;Algo negativa;SI;No;Sergio Massa;1.88490361692397;1.70745517192425;3.21838842929556;1.02059061761417;3.28465703477705;0.994940874008987;3.26803954100085;0.916330487738784;2.99460426655494;1.07954099546258;3.23279807093321;0.645247436849384;2.08595466912129;1.02689151163158;2.14204914336891;1.07373862755802;2.30000090736276;1;2;2;1;3;2
2023-10-10;Presencial;San Fernando;Primera;Mujer;18 a 29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo negativa;Muy negativa;Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Javier Milei de La Libertad Avanza;En blanco/ No votaría;Ninguno;Axel Kicillof de Unión por la Patria;Algo negativa;Ns/Nc;No;No tiene opinión formada;Sergio Massa;1.72940482220138;1.19470966426349;2.06613665450787;1.02059061761417;2.10867968429946;1.00705495794049;2.12355633078216;1.0423058837271;2.21339525800018;1.07954099546258;2.38945092017367;0.645247436849384;1.54178708171946;1.02689151163158;1.58324806696094;0.920987790896472;1.45815213963147;1;2;2;1;2;3
2023-10-10;Presencial;San Fernando;Primera;Hombre;18 a 29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Ns/Nc;Javier Milei – de la Libertad Avanza;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;Sergio Massa de Union por la Patria;Sergio Massa;No sabe // Está indeciso;Ns/Nc;Ns/Nc;SI;No tiene opinión formada;No fuiste a votar;1.72940482220138;1.19470966426349;2.06613665450787;1.02059061761417;2.10867968429946;1.00705495794049;2.12355633078216;1.0423058837271;2.21339525800018;0.926079915545157;2.04978089359686;1.04974821868862;2.15175384175527;1.02689151163158;2.20961775521913;0.920987790896472;2.03503097510488;1;1;2;3;3;3
2023-10-10;Presencial;San Fernando;Primera;Mujer;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy positiva;Algo negativa;Algo negativa;Muy positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;No sabe // Está indeciso;Sergio Massa de Union por la Patria;Ninguno;Axel Kicillof de Unión por la Patria;Ns/Nc;Ns/Nc;SI;No;Sergio Massa;0.525664121129009;1.70745517192425;0.897547922316742;1.02059061761417;0.916028988375559;0.994940874008987;0.911394682311946;1.07325861063304;0.97816219047646;1.07954099546258;1.05596618483082;0.645247436849384;0.681359474161707;1.02689151163158;0.699682260386414;0.997005690313739;0.697587195016834;1;2;2;1;3;3
2023-10-10;Presencial;San Fernando;Primera;Hombre;18 a 29;Nivel Secundario, ya sea completo o incompleto;Ns/Nc;Algo positiva;Ns/Nc;Ns/Nc;Javier Milei – de la Libertad Avanza;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;Patricia Bullrich de Juntos por el Cambio;Ninguno;No sabe // Está indeciso;Ns/Nc;Ns/Nc;SI;No tiene opinión formada;Javier Milei;1.72940482220138;1.19470966426349;2.06613665450787;1.02059061761417;2.10867968429946;1.00705495794049;2.12355633078216;1.0423058837271;2.21339525800018;0.926079915545157;2.04978089359686;1.58246318882505;3.24370280927394;1.02689151163158;3.33093088109892;0.920987790896472;3.06774667381213;3;1;3;3;3;3
2023-10-10;Presencial;Tigre;Primera;Hombre;18 a 29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Ns/Nc;Algo negativa;Javier Milei – de la Libertad Avanza;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;En blanco/ No votaría;Ninguno;No sabe // Está indeciso;Ns/Nc;Ns/Nc;No;No tiene opinión formada;Otro;1.72940482220138;1.19470966426349;2.06613665450787;1.02059061761417;2.10867968429946;1.00705495794049;2.12355633078216;1.0423058837271;2.21339525800018;0.926079915545157;2.04978089359686;0.585714285714286;1.20058595196387;1.02689151163158;1.23287152305582;0.920987790896472;1.13545962047835;2;1;3;2;3;3
2023-10-10;Presencial;San Fernando;Primera;Mujer;18 a 29;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy positiva;Algo negativa;Muy negativa;Javier Milei – de la Libertad Avanza;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;En blanco/ No votaría;Javier Milei;Carolina Píparo de La Libertad Avanza;Ns/Nc;Ns/Nc;SI;SI;Javier Milei;1.72940482220138;1.19470966426349;2.06613665450787;1.02059061761417;2.10867968429946;1.00705495794049;2.12355633078216;1.0423058837271;2.21339525800018;1.07954099546258;2.38945092017367;1.58246318882505;3.78121812267897;1.02689151163158;3.88290079380653;0.920987790896472;3.57610422435804;2;1;2;2;3;3
2023-10-10;Presencial;San Fernando;Primera;Mujer;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy negativa;Muy negativa;Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;No vi el debate;Axel Kicillof de Unión por la Patria;Algo negativa;Ns/Nc;SI;No tiene opinión formada;Grabois;0.525664121129009;1.70745517192425;0.897547922316742;1.02059061761417;0.916028988375559;0.994940874008987;0.911394682311946;1.07325861063304;0.97816219047646;1.07954099546258;1.05596618483082;1.62957013804576;1.72077096158641;1.02689151163158;1.76704509391519;0.997005690313739;1.76175401367442;1;2;2;1;2;3
2023-10-10;Presencial;San Fernando;Primera;Mujer;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Ns/Nc;Algo negativa;Ns/Nc;Javier Milei – de la Libertad Avanza;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;Patricia Bullrich de Juntos por el Cambio;Javier Milei;Carolina Píparo de La Libertad Avanza;Ns/Nc;Ns/Nc;SI;No tiene opinión formada;Javier Milei;1.72940482220138;0.526070473344839;0.909788813420327;1.02059061761417;0.928521926987114;0.996126363843845;0.924925170878954;1.0423058837271;0.964054947614428;1.07954099546258;1.0407368378283;1.58246318882505;1.64692773511748;1.02689151163158;1.69121611146276;0.920987790896472;1.55758939042461;2;3;2;3;3;3
2023-10-10;Presencial;Tigre;Primera;Hombre;30 a 49;Nivel Primario, ya sea completo o incompleto;Muy negativa;Muy positiva;Algo negativa;Algo negativa;Javier Milei – de la Libertad Avanza;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;Patricia Bullrich de Juntos por el Cambio;Javier Milei;Carolina Píparo de La Libertad Avanza;Ns/Nc;Ns/Nc;SI;SI;Javier Milei;1.88490361692397;1.70745517192425;3.21838842929556;1.02059061761417;3.28465703477705;0.994940874008987;3.26803954100085;0.916330487738784;2.99460426655494;0.926079915545157;2.77324286626236;1.58246318882505;4.38855474953186;1.02689151163158;4.50656962062472;1.07373862755802;4.83887787944426;2;1;2;2;3;3
2023-10-10;Presencial;San Fernando;Primera;Mujer;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Algo positiva;Algo negativa;Algo negativa;No sabe // Está indeciso;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;Sergio Massa de Union por la Patria;No vi el debate;No sabe // Está indeciso;Ns/Nc;Ns/Nc;No;No tiene opinión formada;No fuiste a votar;1.72940482220138;0.526070473344839;0.909788813420327;1.02059061761417;0.928521926987114;0.996126363843845;0.924925170878954;1.0423058837271;0.964054947614428;1.07954099546258;1.0407368378283;1.04974821868862;1.09251164163389;1.02689151163158;1.12189093115252;0.920987790896472;1.03324785030895;1;1;2;2;3;3
2023-10-10;Presencial;San Fernando;Primera;Mujer;30 a 49;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy negativa;Muy negativa;Ns/Nc;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;Ns/Nc;Ns/Nc;No;No tiene opinión formada;Sergio Massa;1.88490361692397;1.70745517192425;3.21838842929556;1.02059061761417;3.28465703477705;0.994940874008987;3.26803954100085;0.916330487738784;2.99460426655494;1.07954099546258;3.23279807093321;0.645247436849384;2.08595466912129;1.02689151163158;2.14204914336891;1.07373862755802;2.30000090736276;1;2;2;3;3;3
2023-10-10;Presencial;Tigre;Primera;Hombre;30 a 49;Nivel Primario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy negativa;Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Javier Milei de La Libertad Avanza;Sergio Massa de Union por la Patria;Sergio Massa;Axel Kicillof de Unión por la Patria;Algo positiva;Ns/Nc;SI;No;Otro;1.88490361692397;1.70745517192425;3.21838842929556;1.02059061761417;3.28465703477705;0.994940874008987;3.26803954100085;0.916330487738784;2.99460426655494;0.926079915545157;2.77324286626236;0.585714285714286;1.6243279645251;1.02689151163158;1.66800859887663;1.07373862755802;1.79100526371277;1;1;2;1;1;3
2023-10-10;Presencial;San Fernando;Primera;Hombre;30 a 49;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy negativa;Muy negativa;Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;En Blanco/ No votaría;Sergio Massa de Union por la Patria;No vi el debate;Axel Kicillof de Unión por la Patria;Ns/Nc;Ns/Nc;SI;No;Sergio Massa;1.88490361692397;1.70745517192425;3.21838842929556;1.02059061761417;3.28465703477705;0.994940874008987;3.26803954100085;0.916330487738784;2.99460426655494;0.926079915545157;2.77324286626236;0.645247436849384;1.78942785121663;1.02689151163158;1.83754827109149;1.07373862755802;1.97304655867339;1;2;2;1;3;3
2023-10-10;Presencial;Tigre;Primera;Hombre;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo negativa;Muy negativa;Muy negativa;Javier Milei – de la Libertad Avanza;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;En blanco/ No votaría;Javier Milei;Néstor Grindetti de Juntos;Algo negativa;Algo negativa;SI;SI;Otro;1.72940482220138;0.526070473344839;0.909788813420327;1.02059061761417;0.928521926987114;0.996126363843845;0.924925170878954;1.0423058837271;0.964054947614428;0.926079915545157;0.89279192446766;0.585714285714286;0.522920984331058;1.02689151163158;0.536983120063594;0.920987790896472;0.494554897496064;2;2;2;2;2;2
2023-10-10;Presencial;Tigre;Primera;Mujer;18 a 29;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy positiva;Algo negativa;Algo negativa;Javier Milei – de la Libertad Avanza;Javier Milei de La Libertad Avanza;Javier Milei de La Libertad Avanza;Patricia Bullrich de Juntos por el Cambio;Javier Milei;No sabe // Está indeciso;Muy negativa;Muy negativa;SI;SI;Javier Milei;1.72940482220138;1.19470966426349;2.06613665450787;1.02059061761417;2.10867968429946;1.00705495794049;2.12355633078216;1.0423058837271;2.21339525800018;1.07954099546258;2.38945092017367;1.58246318882505;3.78121812267897;1.02689151163158;3.88290079380653;0.920987790896472;3.57610422435804;2;1;2;2;2;2
2023-10-10;Presencial;Tigre;Primera;Hombre;18 a 29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo negativa;Ns/Nc;Algo positiva;Juan Schiaretti de  Hacemos por nuestro país;Sergio Massa de Unión por la Patria;En Blanco/ No votaría;Sergio Massa de Union por la Patria;No vi el debate;Axel Kicillof de Unión por la Patria;Ns/Nc;Ns/Nc;SI;SI;No fuiste a votar;1.72940482220138;1.19470966426349;2.06613665450787;1.02059061761417;2.10867968429946;1.00705495794049;2.12355633078216;1.0423058837271;2.21339525800018;0.926079915545157;2.04978089359686;1.04974821868862;2.15175384175527;1.02689151163158;2.20961775521913;0.920987790896472;2.03503097510488;1;2;3;1;3;3
2023-10-10;Presencial;San Fernando;Primera;Mujer;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Ns/Nc;Algo positiva;Ns/Nc;Patricia Bullrich de Juntos por el cambio;En blanco/ No votaría;Patricia Bullrich de Juntos por el Cambio;Patricia Bullrich de Juntos por el Cambio;No vi el debate;No sabe // Está indeciso;Algo negativa;Ns/Nc;SI;SI;Horacio R Larreta;1.72940482220138;0.526070473344839;0.909788813420327;1.02059061761417;0.928521926987114;0.996126363843845;0.924925170878954;1.0423058837271;0.964054947614428;1.07954099546258;1.0407368378283;1.25706235116014;1.30827109629942;1.02689151163158;1.34345248370281;0.920987790896472;2.8407523258743;2;3;1;3;2;3
2023-10-10;Presencial;Tigre;Primera;Hombre;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy negativa;Muy negativa;Algo positiva;Sergio Massa de Unidos por la patria;Sergio Massa de Unión por la Patria;Patricia Bullrich de Juntos por el Cambio;Sergio Massa de Union por la Patria;No vi el debate;Axel Kicillof de Unión por la Patria;Muy negativa;Muy negativa;SI;No tiene opinión formada;No fuiste a votar;0.525664121129009;1.70745517192425;0.897547922316742;1.02059061761417;0.916028988375559;0.994940874008987;0.911394682311946;1.07325861063304;0.97816219047646;0.926079915545157;0.905856358745906;1.04974821868862;0.950921098981275;1.02689151163158;0.976492804775244;0.997005690313739;0.973568882911342;1;2;2;1;2;2
