metodo;geografía;sexo;edad;estudios;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P24;pondedad;pondestudios;pondedadestudios;pondZonapais;pondedadestudiosZonapais;pondestudios2;pondedadestudiosZonapaisestudios2;pondedad2;pondedadestudiosZonapaisestudios2edad2;pondsexo;pondedadestudiosZonapaisestudios2edad2sexo;pondZonapais2;pondedadestudiosZonapaisestudios2edad2sexoZonapais2;pondvotant;pondedadestudiosZonapaisestudios2edad2sexoZonapais2votant;pondest3;pondedadestudiosZonapaisestudios2edad2sexoZonapais2votantest3;imagen_massa;imagen_villaruel;imagen_macri;imagen_milei;imagen_bullrich;imagen_cfk
IVR;Caba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.30477388912726566;1.33236398167393;0.4060697524278526;1.00354176963286;0.4075079579458245;1.02151472734302;0.41627538055113983;0.994415194355708;0.413950563456258;1.00153856484205;0.41458745323953866;1.08834275989641;0.45121325307714333;0.994776393869599;0.4488562927622514;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.30477388912726566;1.33236398167393;0.4060697524278526;1.00354176963286;0.4075079579458245;1.02151472734302;0.41627538055113983;0.994415194355708;0.413950563456258;1.00153856484205;0.41458745323953866;1.08834275989641;0.45121325307714333;0.994776393869599;0.4488562927622514;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy positivo;Algo negativo;Algo negativo;Algo negativo;Algo negativo;Algo positivo;Que gane Sergio Massa;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;1.99424904462305;1.107688705962278;1.33236398167393;1.475844534731144;0.977250595570355;1.4422699505352639;1.02151472734302;1.473299995276061;0.994415194355708;1.465071901146708;1.00153856484205;1.4673260092648877;1.08834275989641;1.596953638591133;1.04559517198309;0.9784094831768525;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.30477388912726566;1.33236398167393;0.4060697524278526;1.00354176963286;0.4075079579458245;1.02151472734302;0.41627538055113983;0.994415194355708;0.413950563456258;1.00153856484205;0.41458745323953866;0.923555974764576;0.3828947195018052;0.994776393869599;0.3808946282977174;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;1.21386734889247;0.6742323164350383;1.33236398167393;0.8983228536986249;1.01894833299725;0.9153445742695463;1.02151472734302;0.9350379632098683;0.994415194355708;0.9298159579153066;1.00153856484205;0.9312465400577322;1.08834275989641;1.013515429550415;0.965362198393827;0.9784094831768525;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;No sabe/No tiene opinión formada;Algo negativo;Algo negativo;Algo negativo;Algo negativo;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.30477388912726566;1.33236398167393;0.4060697524278526;1.00354176963286;0.4075079579458245;1.02151472734302;0.41627538055113983;0.994415194355708;0.413950563456258;1.00153856484205;0.41458745323953866;0.923555974764576;0.3828947195018052;0.994776393869599;0.3808946282977174;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA
IVR;Caba;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;0.548705637194426;0.8132232048703454;1.33236398167393;1.0835093072306876;1.00354176963286;1.0873468475919583;0.938351259410849;1.0203132838543305;0.994415194355708;1.0146150324677148;1.00153856484205;1.0161760834848852;1.08834275989641;1.1059478832406646;0.994776393869599;1.1001708470978646;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positivo;No sabe/No tiene opinión formada;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Myriam Bregman del Frente de Izquierda;0.55544151265804;1.21386734889247;0.6742323164350383;1.33236398167393;0.8983228536986249;1.01894833299725;0.9153445742695463;1.02151472734302;0.9350379632098683;1.0061214290132;0.9407617317263045;1.00153856484205;0.9422091546514847;0.782655680433316;0.7374253470442572;0.965362198393827;0.711882554173975;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA
IVR;Caba;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;No sabe/No tiene opinión formada;Algo positivo;No sabe/No tiene opinión formada;Algo positivo;Muy negativo;Que gane Sergio Massa;Podría llegar a votarlo;Seguro lo votaría;Sergio Massa;El país entrará en una crisis económica similar a la de Venezuela;No sabe // Está indeciso;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.30477388912726566;1.33236398167393;0.4060697524278526;1.00354176963286;0.4075079579458245;1.02151472734302;0.41627538055113983;1.0061214290132;0.4188235807431264;1.00153856484205;0.41946796797947933;0.923555974764576;0.38740214804980394;0.994776393869599;0.3853785118143205;NEGATIVA;NS/NC;POSITIVA;NS/NC;POSITIVA;NEGATIVA
IVR;Caba;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy positivo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;0.548705637194426;0.8132232048703454;1.33236398167393;1.0835093072306876;1.00354176963286;1.0873468475919583;0.938351259410849;1.0203132838543305;0.994415194355708;1.0146150324677148;1.00153856484205;1.0161760834848852;1.08834275989641;1.1059478832406646;0.994776393869599;1.1001708470978646;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;POSITIVA
IVR;Caba;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Algo positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;0.548705637194426;0.8132232048703454;1.33236398167393;1.0835093072306876;1.00354176963286;1.0873468475919583;0.938351259410849;1.0203132838543305;1.0061214290132;1.0265590591926697;1.00153856484205;1.0281384868694314;1.08834275989641;1.118967078355196;0.994776393869599;1.1131220350649829;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;0.548705637194426;0.8132232048703454;1.33236398167393;1.0835093072306876;1.00354176963286;1.0873468475919583;0.938351259410849;1.0203132838543305;0.994415194355708;1.0146150324677148;1.00153856484205;1.0161760834848852;1.08834275989641;1.1059478832406646;0.994776393869599;1.1001708470978646;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;0.548705637194426;0.8132232048703454;1.33236398167393;1.0835093072306876;1.00354176963286;1.0873468475919583;0.938351259410849;1.0203132838543305;0.994415194355708;1.0146150324677148;1.00153856484205;1.0161760834848852;1.08834275989641;1.1059478832406646;0.994776393869599;1.1001708470978646;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;0.548705637194426;0.8132232048703454;1.33236398167393;1.0835093072306876;1.00354176963286;1.0873468475919583;0.938351259410849;1.0203132838543305;1.0061214290132;1.0265590591926697;1.00153856484205;1.0281384868694314;1.08834275989641;1.118967078355196;0.994776393869599;1.1131220350649829;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Algo positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.30477388912726566;1.33236398167393;0.4060697524278526;1.00354176963286;0.4075079579458245;1.02151472734302;0.41627538055113983;0.994415194355708;0.413950563456258;1.00153856484205;0.41458745323953866;1.08834275989641;0.45121325307714333;0.994776393869599;0.4488562927622514;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;1.99424904462305;2.9556277345175705;1.33236398167393;3.937971936707728;0.977250595570355;3.8483854204869714;0.938351259410849;3.6111373060122993;0.994415194355708;3.5909698060033683;1.00153856484205;3.5964947458957486;1.08834275989641;3.9142190177011167;1.04559517198309;0.45414021955700556;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;0.548705637194426;0.8132232048703454;1.33236398167393;1.0835093072306876;1.00354176963286;1.0873468475919583;0.938351259410849;1.0203132838543305;1.0061214290132;1.0265590591926697;1.00153856484205;1.0281384868694314;1.08834275989641;1.118967078355196;0.994776393869599;0.4488562927622514;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;No sabe/No tiene opinión formada;Muy negativo;Muy negativo;Muy negativo;Algo positivo;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;No sabe // Está indeciso;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.48207554241363;0.548705637194426;0.8132232048703454;1.33236398167393;1.0835093072306876;1.00354176963286;1.0873468475919583;0.938351259410849;1.0203132838543305;0.994415194355708;1.0146150324677148;1.00153856484205;1.0161760834848852;1.08834275989641;1.1059478832406646;0.994776393869599;0.4488562927622514;NEGATIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.30477388912726566;1.33236398167393;0.4060697524278526;1.00354176963286;0.4075079579458245;1.02151472734302;0.41627538055113983;0.994415194355708;0.413950563456258;1.00153856484205;0.41458745323953866;1.08834275989641;0.45121325307714333;0.994776393869599;0.4488562927622514;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Algo negativo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Patricia Bullrich de Juntos por el cambio;1.48207554241363;0.548705637194426;0.8132232048703454;1.33236398167393;1.0835093072306876;1.00354176963286;1.0873468475919583;0.938351259410849;1.0203132838543305;0.994415194355708;1.0146150324677148;1.00153856484205;1.0161760834848852;0.923555974764576;0.9384954933153322;0.994776393869599;0.9335931625030965;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA
IVR;Caba;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;No sabe/No tiene opinión formada;Muy negativo;Muy negativo;Algo negativo;Algo positivo;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país entrará en una crisis económica, social y política;Myriam Bregman del Frente de Izquierda;1.48207554241363;0.548705637194426;0.8132232048703454;1.33236398167393;1.0835093072306876;1.00354176963286;1.0873468475919583;0.938351259410849;1.0203132838543305;1.0061214290132;1.0265590591926697;1.00153856484205;1.0281384868694314;0.782655680433316;0.8046784270204748;0.994776393869599;0.8004751038560892;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.30477388912726566;1.33236398167393;0.4060697524278526;1.00354176963286;0.4075079579458245;1.02151472734302;0.41627538055113983;0.994415194355708;0.413950563456258;1.00153856484205;0.41458745323953866;1.08834275989641;0.45121325307714333;0.994776393869599;0.4488562927622514;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
IVR;Caba;Masculino;24-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Algo negativo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;1.47929057718103;0.548705637194426;0.8116950787478273;1.33236398167393;1.0814732870255894;1.00354176963286;1.0853036162723257;1.03020956342626;1.118090164704854;1.0061214290132;1.1249344742784517;1.00153856484205;1.1266652589101867;1.08834275989641;1.2261979773617158;0.994776393869599;1.219792802090084;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA
IVR;Caba;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positivo;Muy negativo;Muy negativo;Muy positivo;Muy negativo;Muy positivo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;No sabe // Está indeciso;El país entrará en una crisis económica, social y política;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.30477388912726566;1.33236398167393;0.4060697524278526;1.00354176963286;0.4075079579458245;1.02151472734302;0.41627538055113983;1.0061214290132;0.4188235807431264;1.00153856484205;0.41946796797947933;0.923555974764576;0.38740214804980394;0.994776393869599;0.3853785118143205;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;POSITIVA
IVR;Caba;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positivo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Muy negativo;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país iniciará una etapa de crecimiento económico;El país entrará en una crisis económica, social y política;Sergio Massa de Unidos por la patria;0.55544151265804;0.548705637194426;0.30477388912726566;1.33236398167393;0.4060697524278526;1.00354176963286;0.4075079579458245;1.02151472734302;0.41627538055113983;1.0061214290132;0.4188235807431264;1.00153856484205;0.41946796797947933;1.08834275989641;0.45652492595892546;0.994776393869599;0.45414021955700556;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA
IVR;Caba;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy positivo;No sabe/No tiene opinión formada;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Que gane Sergio Massa;Nunca lo votaría;Seguro lo votaría;Sergio Massa;El país no tendrá muchos cambios respecto de la actualidad;El país iniciará una etapa de crecimiento económico;Sergio Massa de Unidos por la patria;0.55544151265804;1.21386734889247;0.6742323164350383;1.33236398167393;0.8983228536986249;1.01894833299725;0.9153445742695463;1.02151472734302;0.9350379632098683;0.994415194355708;0.9298159579153066;1.00153856484205;0.9312465400577322;1.08834275989641;1.013515429550415;0.965362198393827;0.9784094831768525;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA
